chrom	feature	4D_pi
OX359250.1	g1035	NaN
OX359250.1	g1036	0.002898212740644603
OX359250.1	g1037	0.00045289855072463763
OX359250.1	g1038	0.0011261261261261261
OX359250.1	g1039	NaN
OX359250.1	g1040	0.002536231884057971
OX359250.1	g1041	NaN
OX359250.1	g1042	0.010954566704917335
OX359250.1	g1043	NaN
OX359250.1	g1044	0.006112741175424557
OX359250.1	g1045	NaN
OX359250.1	g1046	0.00882869616884962
OX359250.1	g1047	0.011967045522881711
OX359250.1	g1048	0.004405467720685111
OX359250.1	g1049	0.015086718935614158
OX359250.1	g1050	NaN
OX359250.1	g1051	NaN
OX359250.1	g1052	NaN
OX359250.1	g1053	NaN
OX359250.1	g1054	0.0024509803921568627
OX359250.1	g1055	NaN
OX359250.1	g1056	NaN
OX359250.1	g1057	NaN
OX359250.1	g1058	NaN
OX359250.1	g1059	NaN
OX359250.1	g1060	0.01576336988343971
OX359250.1	g1061	0.010520186335403725
OX359250.1	g1062	NaN
OX359250.1	g1063	0.0037346711259754733
OX359250.1	g1064	0.022538363171355498
OX359250.1	g1065	NaN
OX359250.1	g1066	0.01830288786810526
OX359250.1	g1067	NaN
OX359250.1	g1068	NaN
OX359250.1	g1069	0.0024509803921568627
OX359250.1	g1070	0.013614564270839909
OX359250.1	g1071	NaN
OX359250.1	g1072	0.0021367521367521365
OX359250.1	g1073	NaN
OX359250.1	g1074	NaN
OX359250.1	g1075	NaN
OX359250.1	g1076	0.0028735632183908046
OX359250.1	g1077	NaN
OX359250.1	g1078	NaN
OX359250.1	g1079	0.0005592841163310962
OX359250.1	g1080	NaN
OX359250.1	g1081	NaN
OX359250.1	g1082	0.004391743522178305
OX359250.1	g1083	NaN
OX359250.1	g1084	0.007208237986270022
OX359250.1	g1085	NaN
OX359250.1	g1086	NaN
OX359250.1	g1087	NaN
OX359250.1	g1088	NaN
OX359250.1	g1089	0.021357742181540806
OX359250.1	g1090	0.014188443835824868
OX359250.1	g1091	NaN
OX359250.1	g1092	0.013518594476346731
OX359250.1	g1093	0.008069828722002634
OX359250.1	g1094	0.011401784983214607
OX359250.1	g1095	0.002717391304347826
OX359250.1	g1096	NaN
OX359250.1	g1097	NaN
OX359250.1	g1098	NaN
OX359250.1	g1099	0.05242059821153254
OX359250.1	g1100	0.017727568789880098
OX359250.1	g1101	0.011244377811094454
OX359250.1	g1102	0.019979668439161716
OX359250.1	g1103	0.005855658029571074
OX359250.1	g1104	0.014980653701252419
OX359250.1	g1105	0.0034153339528211145
OX359250.1	g1106	NaN
OX359250.1	g1107	NaN
OX359250.1	g1108	0.0005868544600938967
OX359250.1	g1109	0.0016666666666666666
OX359250.1	g1110	0.0
OX359250.1	g1111	NaN
OX359250.1	g1112	NaN
OX359250.1	g1113	0.00042194092827004215
OX359250.1	g1114	NaN
OX359250.1	g1115	NaN
OX359250.1	g1116	NaN
OX359250.1	g1117	0.0006863036058762427
OX359250.1	g1118	NaN
OX359250.1	g1119	0.008098891730605285
OX359250.1	g1120	0.006292906178489702
OX359250.1	g1121	NaN
OX359250.1	g1122	0.00017844396859386153
OX359250.1	g1123	0.0028735632183908046
OX359250.1	g1124	NaN
OX359250.1	g1125	NaN
OX359250.1	g1126	NaN
OX359250.1	g1127	NaN
OX359250.1	g1128	NaN
OX359250.1	g1129	NaN
OX359250.1	g1130	NaN
OX359250.1	g1131	NaN
OX359250.1	g1132	NaN
OX359250.1	g1133	NaN
OX359250.1	g1134	0.00378350647685007
OX359250.1	g1135	NaN
OX359250.1	g1136	0.014177693761814745
OX359250.1	g1137	0.03121637871020822
OX359250.1	g1138	NaN
OX359250.1	g1139	0.011693017127799738
OX359250.1	g1140	NaN
OX359250.1	g1141	0.004078362828635934
OX359250.1	g1142	NaN
OX359250.1	g1143	NaN
OX359250.1	g1144	0.001641377297928217
OX359250.1	g1145	0.009187370600414076
OX359250.1	g1146	NaN
OX359250.1	g1147	0.010210803689064558
OX359250.1	g1148	0.02239331723027375
OX359250.1	g1149	0.02004830917874396
OX359250.1	g1150	NaN
OX359250.1	g1151	0.0027777777777777775
OX359250.1	g1152	NaN
OX359250.1	g1153	NaN
OX359250.1	g1154	0.007591442374051069
OX359250.1	g1155	NaN
OX359250.1	g1156	NaN
OX359250.1	g1157	NaN
OX359250.1	g1158	NaN
OX359250.1	g1159	0.004273504273504273
OX359250.1	g1160	0.034903381642512075
OX359250.1	g1161	0.007170893719806763
OX359250.1	g1162	NaN
OX359250.1	g1163	NaN
OX359250.1	g1164	NaN
OX359250.1	g1165	NaN
OX359250.1	g1166	NaN
OX359250.1	g1167	NaN
OX359250.1	g1168	0.0035665760869565215
OX359250.1	g1169	NaN
OX359250.1	g1170	0.0
OX359250.1	g1171	NaN
OX359250.1	g1172	0.014049097900029575
OX359250.1	g1173	0.0018011225601072295
OX359250.1	g1174	0.001993620414673046
OX359250.1	g1175	NaN
OX359250.1	g1176	NaN
OX359250.1	g1177	NaN
OX359250.1	g1178	0.0
OX359250.1	g1179	0.007069635913750442
OX359250.1	g1180	0.008918617614269788
OX359250.1	g1181	0.009729151817533857
OX359250.1	g1182	NaN
OX359250.1	g1183	NaN
OX359250.1	g1184	NaN
OX359250.1	g1185	NaN
OX359250.1	g1186	NaN
OX359250.1	g1187	NaN
OX359250.1	g1188	0.0005903807299729737
OX359250.1	g1189	0.0228713768115942
OX359250.1	g1190	NaN
OX359250.1	g1191	0.0032431336779162865
OX359250.1	g1192	NaN
OX359250.1	g1193	NaN
OX359250.1	g1194	NaN
OX359250.1	g1195	NaN
OX359250.1	g1196	NaN
OX359250.1	g1197	0.08531476449275363
OX359250.1	g1198	NaN
OX359250.1	g1199	NaN
OX359250.1	g1200	NaN
OX359250.1	g1201	0.016830294530154277
OX359250.1	g1202	NaN
OX359250.1	g1203	NaN
OX359250.1	g1204	0.04053169198533264
OX359250.1	g1205	0.009517629245078953
OX359250.1	g1206	0.009290226681531028
OX359250.1	g1207	0.035171438670908446
OX359250.1	g1208	NaN
OX359250.1	g1209	NaN
OX359250.1	g1210	0.048138998682476945
OX359250.1	g1211	NaN
OX359250.1	g1212	0.0101010101010101
OX359250.1	g1213	NaN
OX359250.1	g1214	NaN
OX359250.1	g1215	NaN
OX359250.1	g1216	NaN
OX359250.1	g1217	NaN
OX359250.1	g1218	NaN
OX359250.1	g1219	0.0046442687747035565
OX359250.1	g1220	0.026163234172387487
OX359250.1	g1221	0.0
OX359250.1	g1222	NaN
OX359250.1	g1223	NaN
OX359250.1	g1224	0.0
OX359250.1	g1225	0.015077864794310917
OX359250.1	g1226	NaN
OX359250.1	g1227	NaN
OX359250.1	g1228	NaN
OX359250.1	g1229	0.008236044015029522
OX359250.1	g1230	NaN
OX359250.1	g1231	0.004364467035793168
OX359250.1	g1232	NaN
OX359250.1	g1233	NaN
OX359250.1	g1234	0.006250995381430164
OX359250.1	g1235	0.030020703933747415
OX359250.1	g1236	NaN
OX359250.1	g1237	0.03947079490557751
OX359250.1	g1238	0.00665799578843057
OX359250.1	g1239	0.003424657534246575
OX359250.1	g1240	0.02415458937198068
OX359250.1	g1241	NaN
OX359250.1	g1242	NaN
OX359250.1	g1243	NaN
OX359250.1	g1244	NaN
OX359250.1	g1245	0.0
OX359250.1	g1246	0.04097951024487756
OX359250.1	g1247	0.002525252525252525
OX359250.1	g1248	NaN
OX359250.1	g1249	0.009708543518296102
OX359250.1	g1250	0.020188666927797364
OX359250.1	g1251	NaN
OX359250.1	g1252	NaN
OX359250.1	g1253	NaN
OX359250.1	g1254	0.018001942940978212
OX359250.1	g1255	0.01655758142434159
OX359250.1	g1256	NaN
OX359250.1	g1257	NaN
OX359250.1	g1258	0.003387533875338753
OX359250.1	g1259	0.005033411437993578
OX359250.1	g1260	NaN
OX359250.1	g1261	NaN
OX359250.1	g1262	NaN
OX359250.1	g1263	0.02215085638998682
OX359250.1	g1264	NaN
OX359250.1	g1265	0.03455085520302911
OX359250.1	g1266	NaN
OX359250.1	g1267	NaN
OX359250.1	g1268	NaN
OX359250.1	g1269	NaN
OX359250.1	g1270	NaN
OX359250.1	g1271	NaN
OX359250.1	g1272	NaN
OX359250.1	g1273	0.0009840758633029164
OX359250.1	g1274	NaN
OX359250.1	g1275	NaN
OX359250.1	g1276	0.040876997398736535
OX359250.1	g1277	NaN
OX359250.1	g1278	NaN
OX359250.1	g1279	NaN
OX359250.1	g1280	0.03272311212814645
OX359250.1	g1281	NaN
OX359250.1	g1282	0.007971014492753623
OX359250.1	g1283	NaN
OX359250.1	g1284	0.020951480781348456
OX359250.1	g1285	0.014266304347826086
OX359250.1	g1286	0.01851851851851852
OX359250.1	g1287	0.008587241812164784
OX359250.1	g1288	NaN
OX359250.1	g1289	NaN
OX359250.1	g1290	0.009133906100841794
OX359250.1	g1291	0.012662673765158238
OX359250.1	g1292	NaN
OX359250.1	g1293	NaN
OX359250.1	g1294	NaN
OX359250.1	g1295	NaN
OX359250.1	g1296	NaN
OX359250.1	g1297	0.014323157570151094
OX359250.1	g1298	NaN
OX359250.1	g1299	NaN
OX359250.1	g1300	NaN
OX359250.1	g1301	NaN
OX359250.1	g1302	NaN
OX359250.1	g1303	NaN
OX359250.1	g1304	NaN
OX359250.1	g1305	NaN
OX359250.1	g1306	NaN
OX359250.1	g1307	0.009464655427388348
OX359250.1	g1308	NaN
OX359250.1	g1309	NaN
OX359250.1	g1310	NaN
OX359250.1	g1311	NaN
OX359250.1	g1312	NaN
OX359250.1	g1313	NaN
OX359250.1	g1314	0.0
OX359250.1	g1315	0.010030127755482218
OX359250.1	g1316	NaN
OX359250.1	g1317	NaN
OX359250.1	g1318	NaN
OX359250.1	g1319	NaN
OX359250.1	g1320	0.013254938367115377
OX359250.1	g1321	NaN
OX359250.1	g1322	NaN
OX359250.1	g1323	NaN
OX359250.1	g1324	NaN
OX359250.1	g1325	NaN
OX359250.1	g1326	0.020833333333333332
OX359250.1	g1327	0.02507627765064836
OX359250.1	g1328	0.002019895975357269
OX359250.1	g1329	NaN
OX359250.1	g1330	NaN
OX359250.1	g1331	NaN
OX359250.1	g1332	NaN
OX359250.1	g1333	NaN
OX359250.1	g1334	NaN
OX359250.1	g1335	NaN
OX359250.1	g1336	NaN
OX359250.1	g1337	NaN
OX359250.1	g1338	NaN
OX359250.1	g1339	0.002542372881355932
OX359250.1	g1340	0.0
OX359250.1	g1341	NaN
OX359250.1	g1342	NaN
OX359250.1	g1343	0.00950293862285447
OX359250.1	g1344	NaN
OX359250.1	g1345	NaN
OX359250.1	g1346	NaN
OX359250.1	g1347	NaN
OX359250.1	g1348	NaN
OX359250.1	g1349	NaN
OX359250.1	g1350	NaN
OX359250.1	g1351	NaN
OX359250.1	g1352	NaN
OX359250.1	g1353	0.007404205094422484
OX359250.1	g1354	NaN
OX359250.1	g1355	NaN
OX359250.1	g1356	NaN
OX359250.1	g1357	NaN
OX359250.1	g1358	NaN
OX359250.1	g1359	0.031099033816425117
OX359250.1	g1360	0.013230481533426833
OX359250.1	g1361	0.01992753623188406
OX359250.1	g1362	NaN
OX359250.1	g1363	NaN
OX359250.1	g1364	0.006818795571158521
OX359250.1	g1365	0.001572327044025157
OX359250.1	g1366	0.006578947368421052
OX359250.1	g1367	0.013812224322621296
OX359250.1	g1368	NaN
OX359250.1	g1369	0.011904761904761904
OX359250.1	g1370	NaN
OX359250.1	g1371	NaN
OX359250.1	g1372	NaN
OX359250.1	g1373	NaN
OX359250.1	g1374	0.002564808150939136
OX359250.1	g1375	0.014791133844842288
OX359250.1	g1376	0.00805847076461769
OX359250.1	g1377	NaN
OX359250.1	g1378	NaN
OX359250.1	g1379	0.005050903430722955
OX359250.1	g1380	0.0011904761904761904
OX359250.1	g1381	0.0006082725060827251
OX359250.1	g1382	NaN
OX359250.1	g1383	NaN
OX359250.1	g1384	0.001993620414673046
OX359250.1	g1385	0.017704216073781292
OX359250.1	g1386	NaN
OX359250.1	g1387	NaN
OX359250.1	g1388	NaN
OX359250.1	g1389	NaN
OX359250.1	g1390	0.017270531400966183
OX359250.1	g1391	NaN
OX359250.1	g1392	NaN
OX359250.1	g1393	0.03444361510232009
OX359250.1	g1394	NaN
OX359250.1	g1395	NaN
OX359250.1	g1396	NaN
OX359250.1	g1397	NaN
OX359250.1	g1398	NaN
OX359250.1	g1399	NaN
OX359250.1	g1400	NaN
OX359250.1	g1401	NaN
OX359250.1	g1402	NaN
OX359250.1	g1403	0.01282804543674109
OX359250.1	g1404	0.026513874845522974
OX359250.1	g1405	NaN
OX359250.1	g1406	0.004901960784313725
OX359250.1	g1407	0.03255295429208472
OX359250.1	g1408	NaN
OX359250.1	g1409	0.011170926823922631
OX359250.1	g1410	NaN
OX359250.1	g1411	NaN
OX359250.1	g1412	0.005999049655500118
OX359250.1	g1413	0.010029175784099197
OX359250.1	g1414	0.022084195997239476
OX359250.1	g1415	NaN
OX359250.1	g1416	0.009870237187170824
OX359250.1	g1417	NaN
OX359250.1	g1418	NaN
OX359250.1	g1419	NaN
OX359250.1	g1420	NaN
OX359250.1	g1421	0.0
OX359250.1	g1422	NaN
OX359250.1	g1423	0.0
OX359250.1	g1424	0.005479847141106064
OX359250.1	g1425	NaN
OX359250.1	g1426	NaN
OX359250.1	g1427	NaN
OX359250.1	g1428	0.016045548654244308
OX359250.1	g1429	0.010271240526525727
OX359250.1	g1430	0.012726676862573737
OX359250.1	g1431	NaN
OX359250.1	g1432	0.007034381745297563
OX359250.1	g1433	NaN
OX359250.1	g1434	0.004830917874396135
OX359250.1	g1435	0.007272349488338267
OX359250.1	g1436	0.006119162640901771
OX359250.1	g1437	0.012006251776072747
OX359250.1	g1438	NaN
OX359250.1	g1439	0.004015849218248018
OX359250.1	g1440	NaN
OX359250.1	g1441	NaN
OX359250.1	g1442	0.05434782608695651
OX359250.1	g1443	0.03168937919100152
OX359250.1	g1444	0.046303615868833255
OX359250.1	g1445	0.012088688360222406
OX359250.1	g1446	NaN
OX359250.1	g1447	NaN
OX359250.1	g1448	0.012921860747947706
OX359250.1	g1449	NaN
OX359250.1	g1450	0.0006127450980392157
OX359250.1	g1451	NaN
OX359250.1	g1452	NaN
OX359250.1	g1453	0.027005130974885227
OX359250.1	g1454	NaN
OX359250.1	g1455	NaN
OX359250.1	g1456	0.007339279078409513
OX359250.1	g1457	NaN
OX359250.1	g1458	0.026781930672090854
OX359250.1	g1459	NaN
OX359250.1	g1460	NaN
OX359250.1	g1461	0.0
OX359250.1	g1462	NaN
OX359250.1	g1463	NaN
OX359250.1	g1464	NaN
OX359250.1	g1465	0.006944444444444444
OX359250.1	g1466	0.004273504273504273
OX359250.1	g1467	NaN
OX359250.1	g1468	NaN
OX359250.1	g1469	NaN
OX359250.1	g1470	0.0007374631268436578
OX359250.1	g1471	NaN
OX359250.1	g1472	NaN
OX359250.1	g1473	0.006355155755455605
OX359250.1	g1474	0.0005376344086021505
OX359250.1	g1475	0.0017339544513457555
OX359250.1	g1476	0.006696428571428569
OX359250.1	g1477	0.0014619883040935672
OX359250.1	g1478	0.0022522522522522522
OX359250.1	g1479	NaN
OX359250.1	g1480	NaN
OX359250.1	g1481	0.001
OX359250.1	g1482	0.0037264131467030013
OX359250.1	g1483	0.003623188405797101
OX359250.1	g1484	0.006449275362318841
OX359250.1	g1485	NaN
OX359250.1	g1486	NaN
OX359250.1	g1487	0.0
OX359250.1	g1488	0.002600644122383253
OX359250.1	g1489	NaN
OX359250.1	g1490	NaN
OX359250.1	g1491	NaN
OX359250.1	g1492	NaN
OX359250.1	g1493	0.0
OX359250.1	g1494	NaN
OX359250.1	g1495	NaN
OX359250.1	g1496	0.0015432098765432098
OX359250.1	g1497	0.002340823970037453
OX359250.1	g1498	0.008226232795551909
OX359250.1	g1499	0.017786561264822136
OX359250.1	g1500	0.002481335090030742
OX359250.1	g1501	0.003032036613272311
OX359250.1	g1502	0.001830935066274692
OX359250.1	g1503	0.0025977577249111294
OX359250.1	g1504	NaN
OX359250.1	g1505	0.022276361819090457
OX359250.1	g1506	NaN
OX359250.1	g1507	NaN
OX359250.1	g1508	0.015688032272523533
OX359250.1	g1509	NaN
OX359250.1	g1510	0.0004409171075837742
OX359250.1	g1511	NaN
OX359250.1	g1512	0.0008774909420289854
OX359250.1	g1513	0.004567659990229604
OX359250.1	g1514	NaN
OX359250.1	g1515	0.012511322463768118
OX359250.1	g1516	NaN
OX359250.1	g1517	NaN
OX359250.1	g1518	0.002552183027982864
OX359250.1	g1519	NaN
OX359250.1	g1520	NaN
OX359250.1	g1521	0.017382677708764664
OX359250.1	g1522	0.0017730496453900709
OX359250.1	g1523	0.01964221014492754
OX359250.1	g1524	0.010477869173521346
OX359250.1	g1525	0.016832729468599036
OX359250.1	g1526	NaN
OX359250.1	g1527	0.004168269847377196
OX359250.1	g1528	0.0
OX359250.1	g1529	0.02405628581058308
OX359250.1	g1530	0.008666666666666668
OX359250.1	g1531	0.0029082992136218884
OX359250.1	g1532	NaN
OX359250.1	g1533	NaN
OX359250.1	g1534	0.024456521739130436
OX359250.1	g1535	0.010362318840579709
OX359250.1	g1536	0.025534851621808147
OX359250.1	g1537	0.030482692538028506
OX359250.1	g1538	NaN
OX359250.1	g1539	0.002032520325203252
OX359250.1	g1540	0.0024509803921568627
OX359250.1	g1541	0.0
OX359250.1	g1542	0.0021929824561403508
OX359250.1	g1543	0.003623188405797101
OX359250.1	g1544	0.037231384307846074
OX359250.1	g1545	NaN
OX359250.1	g1546	0.006652152878567974
OX359250.1	g1547	NaN
OX359250.1	g1548	0.034607696151924036
OX359250.1	g1549	0.011106255917267497
OX359250.1	g1550	NaN
OX359250.1	g1551	NaN
OX359250.1	g1552	0.0013432593067408546
OX359250.1	g1553	NaN
OX359250.1	g1554	NaN
OX359250.1	g1555	0.011023743447425223
OX359250.1	g1556	0.013232514177693763
OX359250.1	g1557	0.010546066252587994
OX359250.1	g1558	NaN
OX359250.1	g1559	0.004166666666666667
OX359250.1	g1560	0.0
OX359250.1	g1561	NaN
OX359250.1	g1562	NaN
OX359250.1	g1563	NaN
OX359250.1	g1564	NaN
OX359250.1	g1565	0.00019561815336463224
OX359250.1	g1566	0.001151233738823439
OX359250.1	g1567	NaN
OX359250.1	g1568	0.04005198487712665
OX359250.1	g1569	0.028864734299516907
OX359250.1	g1570	0.01932367149758454
OX359250.1	g1571	0.014958592132505175
OX359250.1	g1572	NaN
OX359250.1	g1573	0.010144927536231883
OX359250.1	g1574	0.022533253920984708
OX359250.1	g1575	NaN
OX359250.1	g1576	NaN
OX359250.1	g1577	0.007963944856839872
OX359250.1	g1578	0.02381621689155422
OX359250.1	g1579	0.0
OX359250.1	g1580	0.044433465085639
OX359250.1	g1581	0.016366207140332274
OX359250.1	g1582	NaN
OX359250.1	g1583	0.022337854607998954
OX359250.1	g1584	0.0008818342151675485
OX359250.1	g1585	0.0033663547972849015
OX359250.1	g1586	0.0
OX359250.1	g1587	0.005590954522738631
OX359250.1	g1588	0.014694041867954914
OX359250.1	g1589	NaN
OX359250.1	g1590	NaN
OX359250.1	g1591	NaN
OX359250.1	g1592	NaN
OX359250.1	g1593	0.01878690284487386
OX359250.1	g1594	0.008318024086548276
OX359250.1	g1595	0.0013227513227513227
OX359250.1	g1596	0.01194955406911929
OX359250.1	g1597	0.003990063207972453
OX359250.1	g1598	0.016813222602182053
OX359250.1	g1599	0.006521739130434783
OX359250.1	g1600	NaN
OX359250.1	g1601	9.633911368015413e-05
OX359250.1	g1602	0.002056159420289855
OX359250.1	g1603	0.0035146284535634803
OX359250.1	g1604	0.010056196391600117
OX359250.1	g1605	NaN
OX359250.1	g1606	NaN
OX359250.1	g1607	NaN
OX359250.1	g1608	NaN
OX359250.1	g1609	0.0026881720430107525
OX359250.1	g1610	NaN
OX359250.1	g1611	NaN
OX359250.1	g1612	NaN
OX359250.1	g1613	0.0
OX359250.1	g1614	0.0008257979272472026
OX359250.1	g1615	NaN
OX359250.1	g1616	NaN
OX359250.1	g1617	NaN
OX359250.1	g1618	NaN
OX359250.1	g1619	0.03910743041177823
OX359250.1	g1620	NaN
OX359250.1	g1621	NaN
OX359250.1	g1622	0.0
OX359250.1	g1623	NaN
OX359250.1	g1624	NaN
OX359250.1	g1625	0.011321356436696076
OX359250.1	g1626	NaN
OX359250.1	g1627	NaN
OX359250.1	g1628	NaN
OX359250.1	g1629	NaN
OX359250.1	g1630	0.008695652173913044
OX359250.1	g1631	NaN
OX359250.1	g1632	0.0
OX359250.1	g1633	0.006877189367401607
OX359250.1	g1634	NaN
OX359250.1	g1635	NaN
OX359250.1	g1636	0.00939572586588062
OX359250.1	g1637	0.0018583881490988824
OX359250.1	g1638	NaN
OX359250.1	g1639	NaN
OX359250.1	g1640	NaN
OX359250.1	g1641	NaN
OX359250.1	g1642	NaN
OX359250.1	g1643	NaN
OX359250.1	g1644	NaN
OX359250.1	g1645	NaN
OX359250.1	g1646	NaN
OX359250.1	g1647	NaN
OX359250.1	g1648	NaN
OX359250.1	g1649	NaN
OX359250.1	g1650	NaN
OX359250.1	g1651	NaN
OX359250.1	g1652	NaN
OX359250.1	g1653	NaN
OX359250.1	g1654	NaN
OX359250.1	g1655	NaN
OX359250.1	g1656	NaN
OX359250.1	g1657	NaN
OX359250.1	g1658	NaN
OX359250.1	g1659	NaN
OX359250.1	g1660	NaN
OX359250.1	g1661	NaN
OX359250.1	g1662	NaN
OX359250.1	g1663	NaN
OX359250.1	g1664	NaN
OX359250.1	g1665	NaN
OX359250.1	g1666	NaN
OX359250.1	g1667	NaN
OX359250.1	g1668	NaN
OX359250.1	g1669	NaN
OX359250.1	g1670	NaN
OX359250.1	g1671	NaN
OX359250.1	g1672	NaN
OX359250.1	g1673	NaN
OX359250.1	g1674	NaN
OX359250.1	g1675	NaN
OX359250.1	g1676	NaN
OX359250.1	g1677	NaN
OX359250.1	g1678	NaN
OX359250.1	g1679	NaN
OX359250.1	g1680	NaN
OX359250.1	g1681	NaN
OX359250.1	g1682	NaN
OX359250.1	g1683	NaN
OX359250.1	g1684	NaN
OX359250.1	g1685	0.0016131510216623136
OX359250.1	g1686	NaN
OX359250.1	g1687	NaN
OX359250.1	g1688	0.0040210618989570636
OX359250.1	g1689	0.009207299820805433
OX359250.1	g1690	0.003332283018274374
OX359250.1	g1691	NaN
OX359250.1	g1692	NaN
OX359250.1	g1693	NaN
OX359250.1	g1694	NaN
OX359250.1	g1695	NaN
OX359250.1	g1696	NaN
OX359250.1	g1697	NaN
OX359250.1	g1698	0.0004065040650406504
OX359250.1	g1699	NaN
OX359250.1	g1700	NaN
OX359250.1	g1701	NaN
OX359250.1	g1702	0.00027144408251900104
OX359250.1	g1703	0.003188405797101449
OX359250.1	g1704	0.0014124293785310734
OX359250.1	g1705	0.0007183908045977011
OX359250.1	g1706	NaN
OX359250.1	g1707	0.007403906742281033
OX359250.1	g1708	NaN
OX359250.1	g1709	NaN
OX359250.1	g1710	0.003729752770673487
OX359250.1	g1711	0.025673400673400678
OX359250.1	g1712	0.032133523402233306
OX359250.1	g1713	NaN
OX359250.1	g1714	NaN
OX359250.1	g1715	NaN
OX359250.1	g1716	NaN
OX359250.1	g1717	NaN
OX359250.1	g1718	NaN
OX359250.1	g1719	0.00961254066844129
OX359250.1	g1720	0.005006314270250766
OX359250.1	g1721	0.002380952380952381
OX359250.1	g1722	0.0023148148148148147
OX359250.1	g1723	NaN
OX359250.1	g1724	NaN
OX359250.1	g1725	0.03658632640201638
OX359250.1	g1726	0.04886128364389234
OX359250.1	g1727	0.003897211058336378
OX359250.1	g1728	0.00698058306753959
OX359250.1	g1729	0.0028735632183908046
OX359250.1	g1730	0.015393654524089305
OX359250.1	g1731	0.0
OX359250.1	g1732	NaN
OX359250.1	g1733	NaN
OX359250.1	g1734	NaN
OX359250.1	g1735	NaN
OX359250.1	g1736	NaN
OX359250.1	g1737	NaN
OX359250.1	g1738	NaN
OX359250.1	g1739	0.0
OX359250.1	g1740	NaN
OX359250.1	g1741	NaN
OX359250.1	g1742	NaN
OX359250.1	g1743	NaN
OX359250.1	g1744	NaN
OX359250.1	g1745	0.001282051282051282
OX359250.1	g1746	NaN
OX359250.1	g1747	NaN
OX359250.1	g1748	0.0242024202420242
OX359250.1	g1749	0.002089864158829676
OX359250.1	g1750	NaN
OX359250.1	g1751	NaN
OX359250.1	g1752	NaN
OX359250.1	g1753	0.001587301587301587
OX359250.1	g1754	0.0023809523809523807
OX359250.1	g1755	0.00023674242424242422
OX359250.1	g1756	NaN
OX359250.1	g1757	NaN
OX359250.1	g1758	NaN
OX359250.1	g1759	NaN
OX359250.1	g1760	0.0013185654008438818
OX359250.1	g1761	NaN
OX359250.1	g1762	0.001611418047882136
OX359250.1	g1763	0.0
OX359250.1	g1764	NaN
OX359250.1	g1765	0.0010964912280701754
OX359250.1	g1766	NaN
OX359250.1	g1767	NaN
OX359250.1	g1768	NaN
OX359250.1	g1769	NaN
OX359250.1	g1770	NaN
OX359250.1	g1771	0.002569750367107195
OX359250.1	g1772	0.0002615062761506276
OX359250.1	g1773	0.0017076502732240437
OX359250.1	g1774	NaN
OX359250.1	g1775	NaN
OX359250.1	g1776	0.0013550135501355014
OX359250.1	g1777	0.0015595680121371822
OX359250.1	g1778	NaN
OX359250.1	g1779	NaN
OX359250.1	g1780	NaN
OX359250.1	g1781	NaN
OX359250.1	g1782	0.00273224043715847
OX359250.1	g1783	NaN
OX359250.1	g1784	0.01961823966065747
OX359250.1	g1785	NaN
OX359250.1	g1786	NaN
OX359250.1	g1787	0.009073724007561436
OX359250.1	g1788	0.0
OX359250.1	g1789	0.01613133040221462
OX359250.1	g1790	0.005216363449480932
OX359250.1	g1791	NaN
OX359250.1	g1792	0.0027745448499459638
OX359250.1	g1793	NaN
OX359250.1	g1794	NaN
OX359250.1	g1795	NaN
OX359250.1	g1796	NaN
OX359250.1	g1797	0.0018052710119634773
OX359250.1	g1798	NaN
OX359250.1	g1799	0.0014354633438896616
OX359250.1	g1800	0.0027543049998082405
OX359250.1	g1801	0.002173913043478261
OX359250.1	g1802	NaN
OX359250.1	g1803	NaN
OX359250.1	g1804	0.0008090614886731391
OX359250.1	g1805	NaN
OX359250.1	g1806	NaN
OX359250.1	g1807	0.0004125412541254125
OX359250.1	g1808	0.0014684287812041115
OX359250.1	g1809	0.001468642070946709
OX359250.1	g1810	0.0015090543259557343
OX359250.1	g1811	0.0015360983102918587
OX359250.1	g1812	NaN
OX359250.1	g1813	0.0
OX359250.1	g1814	NaN
OX359250.1	g1815	NaN
OX359250.1	g1816	NaN
OX359250.1	g1817	NaN
OX359250.1	g1818	NaN
OX359250.1	g1819	0.0009908838684106224
OX359250.1	g1820	0.0050669674506486455
OX359250.1	g1821	0.007781344227215252
OX359250.1	g1822	0.011248460736951784
OX359250.1	g1823	0.005981678971834836
OX359250.1	g1824	NaN
OX359250.1	g1825	NaN
OX359250.1	g1826	NaN
OX359250.1	g1827	0.0012716354645001767
OX359250.1	g1828	NaN
OX359250.1	g1829	NaN
OX359250.1	g1830	NaN
OX359250.1	g1831	NaN
OX359250.1	g1832	0.0
OX359250.1	g1833	0.003385074355469092
OX359250.1	g1834	NaN
OX359250.1	g1835	NaN
OX359250.1	g1836	NaN
OX359250.1	g1837	NaN
OX359250.1	g1838	NaN
OX359250.1	g1839	NaN
OX359250.1	g1840	NaN
OX359250.1	g1841	NaN
OX359250.1	g1842	NaN
OX359250.1	g1843	NaN
OX359250.1	g1844	0.0
OX359250.1	g1845	NaN
OX359250.1	g1846	NaN
OX359250.1	g1847	0.00041876046901172525
OX359250.1	g1848	NaN
OX359250.1	g1849	0.0
OX359250.1	g1850	NaN
OX359250.1	g1851	NaN
OX359250.1	g1852	NaN
OX359250.1	g1853	NaN
OX359250.1	g1854	0.0
OX359250.1	g1855	NaN
OX359250.1	g1856	NaN
